Title;Author full names;Year;Author Keywords;Abstract;DOI
Fe-doping induced electronic structure reconstruction in Ni-based metal-organic framework for improved energy-saving hydrogen production via urea degradation;"Zhang, X; Fang, X; Zhu, K; Yuan, W; Jiang, T; Xue, H; Tian, J";2022;"Electrocatalysts; Electrolysis; Electronic structure; Electronic structure reconstruction; Electronic.structure; Energy  savings; Energy-saving electrolyse; Energy-saving electrolysis; Energy-savings; Fe doping; Hydrogen production; Hydrothermal synthesis; Iron compounds; Metabolism; Metal organic framework; Metalorganic frameworks (MOFs); Organometallics; Structure reconstruction; Trace Fe-doping; Trace elements; Trace fe-doping; Urea; Urea oxidation";Urea-assisted water electrolysis provides an energy-saving strategy toward hydrogen evolution and wastewater-relevant environmental crisis. Efficient bifunctional electrocatalyst for urea oxidization reaction (UOR) and hydrogen evolution reaction (HER) is the key to solve these challenges. Herein, we demonstrated a Fe-doped Ni-based MOF nanosheet arrays (FeNi-MOF NSs) through one-step hydrothermal synthesis for efficient energy-saving urea-assisted water electrolysis. When applied for UOR, such prepared FeNi-MOF NSs achieves a current density of 10 and 100 mA cm?2 at overpotentials of 131 and 155 mV, respectively. Based on both comprehensive experimental and theoretical investigations, the excellent UOR performance can be attributed to that the Fe-doping caused electronic structure reconstruction in MOF, which not only induced the formation of abundant high-valence Ni as active centers for UOR, but also created more electronic states with optimized adsorption energies of reactant and product molecules on the surface, benefiting the UOR kinetics. Based on the UOR and HER activities of FeNi-MOF NSs, a urea electrolyser has been assembled, which affords 10 mA cm?2 current density at a low cell voltage of 1.431 V with excellent stability during long-term electrolysis. © 2021 Elsevier B.V.;10.1016/j.jpowsour.2021.230882
In-situ construction of trifunctional boronated CuCo2O4/Co9S8 heterostructure for water splitting and urea electrolysis;"Zhao, C; Li, N; Nasser, A M; Li, Y; Sun, S; Ma, J";2026;"Boronized CuCo2O4; Boronized cuco2o4; Catalysis; Catalyst activity; Catalytic oxidation; Cesium compounds; Charge transfer; Co9S8; Cobalt compounds; Copper compounds; Cost effective; Cost effectiveness; Electrocatalysts; Electrolysis; Energy efficiency; Evolution reactions; Hydrogen evolution reaction; Hydrogen evolution reactions; Hydrogen production; In-situ construction; Metabolism; Oxidation reactions; Oxygen evolution; Reaction kinetics; Synergistic effect; Urea; Urea electrodes; Urea oxidation; Water splitting";The development of robust and cost-effective electrocatalysts is critical for enhancing the catalytic kinetics of the hydrogen evolution reaction (HER), oxygen evolution reaction (OER), and urea oxidation reaction (UOR) in alkaline media. Herein, a heterostructured electrocatalyst comprising boronized CuCo2O4 hexagonal nanosheet clusters and Co9S8 three-dimensional nanoparticles supported on nickel foam (B: CCO-CS/NF) was successfully synthesized via a two-step in situ hydrothermal approach. The resulting architecture features abundant electrochemically active sites and improved charge-transfer efficiency. In 1.0 M KOH, the optimized B: CCO-CS/NF electrode delivers superior bifunctional performance, with low overpotentials of 154 mV for the OER and 189 mV for the HER at 10 mA·cm?2. For the UOR in 1.0 M KOH containing 0.33 M urea, a low working potential of 1.343 V is required to reach 10 mA·cm?2, confirming a marked energy-saving advantage over conventional OER. Moreover, the catalyst exhibits satisfactory operational stability. The enhanced electrocatalytic activity is mainly attributed to the synergistic interplay between boron-induced lattice defects in CuCo2O4 and the tight heterointerface with Co9S8, which collectively facilitate rapid electron transport and strong interfacial coupling effects. This work highlights the promising potential of the B: CCO-CS/NF heterostructure for energy-efficient hydrogen production and urea-containing wastewater treatment. © 2026 Elsevier B.V.;10.1016/j.jallcom.2026.190029
Accessible Ni-Fe-Oxalate Framework for Electrochemical Urea Oxidation with Radically Enhanced Kinetics;"Kim, J; Kim, M.-C.; Han, S S; Cho, K";2024;"Binary alloys; Conversion efficiency; DFT calculation; Density functional theory; Electrocatalysts; Electrochemicals; Energy conversion efficiency; Hydrogen production; Iron; Iron alloys; Kinetics; Ni-Fe oxalates; Ni-fe oxalate; Nickel; Operando; Operando XANES; Oxalic acid; Oxidation; Oxidation reactions; Potassium hydroxide; Reaction kinetics; Surface reconstruction; Surfaces reconstruction; Urea; Urea oxidation reaction; XANES; operando XANES; surface reconstruction; urea oxidation reaction";Urea oxidation reaction (UOR) has been utilized to substitute the oxygen evolution reaction (OER), to escalate the energy conversion efficiency in electrochemical hydrogen generation processes with denitrification of widespread urea in wastewater. This study reports breakthroughs in Ni-based UOR electrocatalysts, particularly with NiFe oxalate (O-NFF), derived from Ni3Fe alloy foam with prismatic nanostructures and elevated surface area. The O-NFF achieves cutting-edge performances, representing 500 mA cm?2 of current density at 1.47 V RHE and exceptionally low Tafel slope of 12.1 mV dec?1 (in 1 m KOH with 0.33 m urea). X-ray photoelectron/absorption spectroscopy (XPS/XAS) coupled with density functional theory calculations unveil that oxalate ligands induce charge deficient Ni center, promoting stable urea-O adsorption. Furthermore, Fe dopants enhance oxalate-O charge density and H-bond strength, facilitating C-N cleavage for N2 and NO2? formation. The extraordinary UOR kinetics by the tandem effects of oxalate and Fe prevent Ni over-oxidation, corroborated by operando XAS, minimizing OER interference. It agrees with an adaptive reconstruction to Fe-doped ?-NiOOH on top surface in extended urea electrolysis with marginal loss in UOR kinetics. This findings shed light to bimetal-organic-framework as (pre)catalysts to improve industrial electrolytic H2 production. © 2024 Wiley-VCH GmbH.;10.1002/adfm.202315625
Hydrogen production from microbial electrolysis cells powered with microbial fuel cells;"Aboelela, D; Soliman, M A";2024;"Cell/B.E; Coupled systems; Dynamics models; Electrolysis; Electrolytic cells; Hydrogen production; Internal resistance; Microbial electrolysis cell; Microbial fuel cell; Microbial fuel cells; Model validation; Modeling; Parameter model; Parameters estimation; Power sources; Regenerative fuel cells; Simulation; Sustainability; Wastewater treatment";"This work used a unified dynamic model of microbial fuel cells (MFCs) and microbial electrolysis cells (MECs) that were combined to create MFC-powered MECs. This allowed for a completely sustainable and green system of hydrogen production and wastewater treatment. The main advantage that was envisioned for this coupled system was the elimination of the need for an external power source; the only feed to the system was the wastewater itself. We present the results of parameter estimation and model validation. The results showed the importance of minimizing internal resistance to increase hydrogen production. Better powering of MECs was achieved by setting MFCs in series rather than in parallel. © 2022 King Saud University";10.1016/j.jksues.2022.05.008
Sulfurization-induced lattice disordering in high-entropy catalyst for promoted bifunctional electro-oxidation behavior;"Chen, J; Wang, K; Liu, Z; Sun, X; Zhang, X; Lei, F; Wan, X; Xie, J; Tang, B";2024;"Bi-functional; Catalyst activity; Electro-oxidation reaction; Electrolysis; Electrooxidation; Entropy; High-entropy catalyst; Hydrazine; Hydrazine oxidation; Hydrazine oxidation reaction; Hydrogen production; Lattice disordering; Oxidation reactions; Oxygen; Oxygen evolution reaction; Pre-oxidation; Sulfur compounds; Sulphurization; Surface roughness; Wastewater treatment; ]+ catalyst";The electro-oxidation reactions (EORs) are key half reactions to achieve efficient hydrogen production via direct or assisted water electrolysis, and the development of bifunctional EOR catalysts could further broaden the field of utilization and thus realize simultaneous hydrogen production and wastewater treatment. In this work, we proposed a mild sulfurization approach to fabricate a high-entropy septenary NiCrFeCoCuMnZn sulfide catalyst with unique sulfurization-induced lattice disordering. The disordered lattice and high-entropy feature of the pre-oxidation-favorable sulfide catalyst synergistically lead to enriched active sites and improved intrinsic activity towards promoted activity for the oxygen evolution reaction (OER) and hydrazine oxidation reaction (HzOR). Dynamic analyses of the catalyst in EOR operation reveals that the enrichment of high-valence active species, increased surface roughness and the in-situ formed SO42- ions adsorbed on the surface of the activated catalyst could result in promoted catalytic kinetics, and thereby leading to significant enhancement of OER and HzOR activity without degradation during long-term catalysis. The exploration of the high-entropy lattice-disordered catalyst could promote the hydrogen production via direct and hydrazine-assisted water electrolysis, and the optimization strategies with synergy of phase engineering, lattice disordering and entropy modulation could guide the design of advanced catalysts for energy-related applications. © 2024 Elsevier B.V.;10.1016/j.cej.2024.151234
A three-dimensional self-standing Mo2C/nitrogen-doped graphene aerogel: Enhancement hydrogen production from landfill leachate wastewater in MFCs-AEC coupled system;"Zhou, Y; Niu, J; Zhang, G; Yu, M; Yang, F";2020;"Ammonia; Article; Bioelectric Energy Sources; Electrolysis; Graphite; Hydrogen; Hydrogen evolution reaction; Molybdenum carbide; Nitrogen; Nitrogen-doped graphene aerogel; Self-standing cathode; Waste Water; Water Pollutants, Chemical; ammonia; ammonium; biochemical oxygen demand; bioenergy; carbon; carbon source; coating; cyclic voltammetry; electrode; electrokinesis; electrolysis; gel; graphene; graphene oxide; graphite; hydrogen; hydrogen evolution; impedance spectroscopy; landfill; landfill leachate; microbial fuel cell; molybdenum; nitrogen; porous medium; priority journal; reaction kinetics; temperature; three-dimensional modeling; waste water; water pollutant";A hydrothermal-annealing method was adopted to form nitrogen-doped graphene aerogel-supported molybdenum carbide (Mo2C/NGA) materials by using graphene oxide (GO), poly (propylene glycol) bis(2-aminopropyl ether) (D400 for short) and ammonium molybdate as precursors. The annealing temperature and GO/D400 wt ratio played an important role on the materials structure and electrocatalytic activity. When the annealing temperature reached to 800 °C, the Mo2C was formed as an active component and improved obviously the hydrogen evolution reaction (HER) activity. After introducing the appropriate amount of D400, the Mo2C/NGA material not only had a firm porous monolithic framework, but also presented an increasing HER activity. Further, the Mo2C/NGA-based microbial fuel cells-ammonia electrolysis cell (MFCs-AEC) coupled system was constructed and operated for higher hydrogen production. The coupled system produced hydrogen of 198 mL g?1Mo2C/NGA in simulated ammonia-rich wastewater. As using the actual landfill leachate wastewater as substrate, there was 79.2 mL g?1Mo2C/NGA of hydrogen production. All of these were attributed to the porous structure with an interconnected network and the nitrogen-doped structure of the NGA. © 2020 Elsevier Inc.;10.1016/j.envres.2020.109283
Optimal production of biohydrogen gas via microbial electrolysis cells (mec) in a controlled batch reactor system;"Azwar, Y; Abdul-Wahab, A K; Hussain, M A";2013;"Advanced control systems; Bacterial oxidation; Batch reactor systems; Batch reactors; Bio-electrochemical; Electrodes; Electrolysis; Electrolytic cells; Fuel cells; Hydrogen production; Hydrogen production rate; Microbial electrolysis cell (MECs); Microbial fuel cells; Microbial fuel cells (MFCs); Optimal production; Regenerative fuel cells";A Microbial Electrolysis Cells (MECs) is a slightly modified microbial fuel cells (MFCs) where a small amount of electricity is applied to the anode chamber to suppress the production of methane. Oxygen is kept out of the cathode chamber to assist bacterial oxidation of organic matter present in the wastewater to produce hydrogen, a gas which is the becoming the most attractive energy source. While MECs has tremendous potential, the development of this technique is still in its infancy. The goal of this work is to optimize the production of biohydrogen gas by selecting the optimum current and controlling applied voltage in MECs using batch reactor. The mathematical model of the MECs is based on material balances with the integration of bio-electrochemical reactions describing the effect of applied voltage on the performance of MECs batch reactor. The behaviour of the system differs significantly as the value of applied voltage is changed and gives a significant influence on the hydrogen production rate. Finally, this study can be extended in the future to improve the optimization in MEC model and develop advanced control system study. Copyright © 2013, AIDIC Servizi S.r.l.;10.3303/CET1332122
Utilizing electrooxidation for textile effluent wastewater treatment and simultaneous electrocatalytic hydrogen production: Transforming waste into energy and promoting water reuse in a circular economy context;"Prajapati, V; Shah, A; Patel, R; Trivedi, N A; Som, N N; Srivastava, D N; Pataniya, P M; Sumesh, C K";2024;"Bioremediation; Circular economy; Effluent treatment; Effluents; Electro-catalytic hydrogen productions; Electrochemicals; Electrooxidation; Electrooxidations; Energy; Environmental risks; Hybrid water electrolyse; Hybrid water electrolysis; Hydrogen production; Textile chemical treatment; Textile effluent; Textile industry; Textile mills; Wastewater reclamation; Wastewater treatment; Water electrolysis; Water pollution; Water recycling; Water reuse; electrochemistry; environmental impact; gene expression; pH; two-dimensional modeling; wastewater treatment";Textile effluent wastewater poses a serious environmental risk because of its high concentration of pollutants, which include organic compounds, heavy metals, and dyes. The present study investigates the technical and economic feasibility of hybrid water electrolysis performances. Specifically, real textile effluent wastewater was utilised to examine simultaneous abatement and electrochemical hydrogen production. The treated water can be recycled in the textile mill, offering the benefits of trash-to-treasure and cost savings through the circular economy. In addition to reducing the environmental impact of textile wastewater, the synergistic approach seeks to maximise its potential for producing hydrogen as clean energy. Here, the commercially available stainless sheet was used as the anode in the electrochemical setup system and the two-dimensional Ti3C2TX MXene was used as the catalyst embedded cathode. The optimal electrode-electrolyte parameter settings resulted in an 83 % decrease in COD level and a degradation efficiency of about 88 %. The potential for widespread adoption in the textile industry is highlighted by the discussion of the economic viability and environmental advantages of using wastewater from textile effluents for pollutant degradation and hydrogen production. Hence, the energy estimation was looked at and estimated in order to evaluate the process viability. For instance, the hybrid electrolysis process uses a very small amount of electricity (0.825 kWh m?3 order?1) and has an apparent operating current (30 mA/cm2). This work could serve as a guide for the methodical assessment and choice of hybrid water electrolysis using actual wastewater. The electrode's recyclability and reuse were proven for possible commercial applications. The stability of the Ti3C2TX electrode over a wide pH range was investigated in order to produce hydrogen on a big scale at a reasonable cost. © 2024 Elsevier Ltd;10.1016/j.renene.2024.121733
OPTIMIZATION OF MATHEMATICAL MODELING OF MICROBIAL ELECTROLYSIS CELL FOR THE PRODUCTION OF HYDROGEN FROM SAGO WASTEWATER SUBSTRATE;"Asrul, M A M; Atan, M F; Yun, H A H; Wahab, N A; Hung, H H; Lai, J C H; Tan, I A W";2024;"Biohydrogen; artificial neural network; biofilm growth; mathematical model; microbial electrolysis cell; optimization";The experimental runs of a 4-L double-chamber microbial electrolysis cell (MEC) produce hydrogen from sago wastewater within the retention time of 16 days. The simulation of the simplified microbial biofilm growth model provides the results to validate the experimental data. However, the comparable profiles have a nonlinear phenomenon, such as the data deviation in substrate concentration and hydrogen production rate. The stoichiometric reaction and kinetics affect the behavior of the substrate concentration profile. In addition, the bioelectrochemical factors also affect the hydrogen production rate profile. The artificial neural network (ANN) predicts the experimental hydrogen production rate according to the input of pH of the catholyte at controlled applied potential of 0.8 V and current density of 0.632 A?m-2. The convex method assists the model in finding the optimal input values that lead to the minimum mean square error (MSE) between modelling and experimental data. Evaluation of the COD removal efficiency, coulombic efficiency, and energy efficiency determines the process limit of the model MEC. At an optimum applied potential of 0.45 V, anode surface area of 0.06 m2, anodic chamber volume of 5.2 L, and initial substrate concentration of 2,476.14 mg?L-1, the MEC model reached maximum steady-state percentage at 100.0% of COD removal efficiency, 50.0% of Coulombic efficiency, and 7.8% of energy efficiency. © 2024 Penerbit UTM Press. All rights reserved.;10.11113/aej.V14.20419
Enhanced Cu (II) Removal by Iron-Graphite Electrocoagulation: Kinetics, Efficiency and Hydrogen Co-Production;"Janabi, A S K; Abdul-Hameed, H M";2025;"Cu (II); electrocoagulation; graphite; hydrogen gas production; iron electrode; wastewater treatment";Electrocoagulation (EC) process is an effective electrochemical method of heavy metal removal in wastewater. The removal of Cu (II) in aqueous solutions using Fe-Gr electrodes was studied in the present study in both batch and continuous modes. This was to determine the efficiency of removal of Cu (II) under different operating conditions, such as current density, pH, and treatment time. The originality of the work is that it uses Fe-Gr electrodes, which have the coagulant effect of iron and the high adsorption capacity of graphite. The electrode performance is better, and the removal efficiency is higher for Cu (II) and hydrogen production. The specific surface area (BET) of graphite electrode is 2.6 (m2/g). The experimental results showed that the pseudo-second-order model was the best fit to the Cu (II) removal kinetics, where R2 = 0.98, which was higher than that of the first-order model, R2 = 0.86, indicating a strong correlation. Graphite offers high electrical conductivity and chemical stability, which facilitates faster electron movement and improved electrode kinetics. During batch experiments, an applied voltage of 50 V and an inter-electrode distance of 3 cm led to almost total removal of Cu (II) in 25 minutes. A 90% percent removal efficiency with H2 produced was attained with continuous EC experiments at a flow rate of 0.3 L/min and the weight of sludge 12 g. H2 gas generation (0.152, 0.244, and 0.366 L/min) respectively. This study emphasizes the prospect of Fe-Gr electrodes in enhancing the electrocoagulation process of wastewater treatment, which is more economical and environmentally friendly in controlling the contamination of heavy metals. ©2025 The authors.;10.18280/ijdne.200603
Modulating electronic structure of ternary NiMoV LDH nanosheet array induced by doping engineering to promote urea oxidation reaction;"Wang, Z; Liu, W; Bao, J; Song, Y; She, X; Hua, Y; Lv, G; Yuan, J; Li, H; Xu, H";2022;"Alkalinity; Electrocatalysis; Electrocatalysts; Electrodes; Electrolysis; Electrolytes; Electronic structure; Electronic.structure; Hetero-atom doping; Heteroatoms; Hydrogen production; Layered double hydroxide; Layered double hydroxide (LDH); Layered double hydroxide nanosheets; Layered-double hydroxides; Mass transfer; Metabolism; Molecules; Nanosheets; Oxidation; Oxidation reactions; Synergetic effect; Synergetic effects; Ternary alloys; Urea; Urea oxidation reaction; Urea-enriched wastewater; Wastewater treatment; urea oxidation reaction (UOR)";Fabrication of advance electrocatalysts for urea oxidation reaction (UOR) is of great significance for purifying urea-enriched wastewater and producing hydrogen. Here, a doping engineering strategy is adopted to obtain a ternary NiMoV layered double hydroxide (LDH) nanosheet array supported on the three-dimensional (3D) nickel foam substrate. The synergistic effect brought by the unique 2D/3D hierarchical structure could expose more active sites and accelerate charge and mass transfer. In addition, experimental and theoretical results confirm that Mo and V dopants are capable of modifying the local electronic structure of Ni sites to optimize the adsorption energy for urea molecules. Therefore, the as-prepared NiMoV LDH/NF electrode realizes high-efficiency catalysis for UOR in view of the rapid kinetics, high intrinsic activity and robust durability. Specifically, NiMoV LDH/NF electrode presents a low potential of 1.40 V to deliver 100 mA cm?2 for UOR, which is about 260 mV less for its urea-free counterpart in alkaline electrolyte. When anodic NiMoV LDH/NF electrode and cathodic Pt/C electrode are integrated into a two-electrode system for water electrolysis in variable urea concentration and pH values conditions, urea-assisted electrolysis water system exhibit the lower potential (?1.63 V) than that of conventional water electrolysis at 100 mA cm?2. This work shows that the local electronic structure adjustment of the active site caused by the heteroatom doping effect could improve the electrocatalytic oxidation performance of some small molecules. © 2021;10.1016/j.cej.2021.133100
Electronic structure modulation of nickel hydroxide porous nanowire arrays via manganese doping for urea-assisted energy-efficient hydrogen generation;"Chen, F; Yang, F; Sheng, C; Li, J; Xu, H; Qing, Y; Chen, S; Wu, Y; Lu, X";2022;"Anodic oxidation; Article; Catalysts; Electrocatalysis; Electrochemical conversion; Electronic structure; Electronic.structure; Energy efficiency; Hydrogen; Hydrogen production; In situ electrochemical conversion; Manganese compounds; Manganese doping; Metabolism; Mn-Ni(OH)<sub>2</sub>; Mn-ni(OH)2; Nano-rod arrays; Nanorod arrays; Nanorods; Nanowires; Nanowires (array); Nickel compounds; Oxidation reactions; Raman spectrometry; Slope stability; Structure modulation; Urea; Urea oxidation reaction; Water pollution; X ray diffraction; X ray photoemission spectroscopy; adsorption; catalysis; chemical composition; chemical structure; controlled study; current density; density functional theory; desorption; electrolysis; elemental analysis; hydrogen; manganese; metal organic framework; nanowire; nickel; nitrogen; oxidation reduction reaction; oxygen enhancement ratio; pore size distribution; scanning electron microscopy; structural model; surface area; surface property; synthesis; thermodynamics; transmission electron microscopy; transport kinetics; urea";Replacement of the sluggish anodic reaction in water electrocatalysis by a thermodynamically favorable urea oxidation reaction (UOR) offers the prospect of energy-saving H2 generation, additionally mitigating urea-rich wastewater pollution, whereas the lack of highly efficient and earth-abundant UOR catalysts severely restricts widespread use of this catalytic system. Herein, Mn-doped nickel hydroxide porous nanowire arrays (denoted Mn-Ni(OH)2 PNAs) are rationally developed and evaluated as efficient catalysts for the UOR in an alkaline solution via the in situ electrochemical conversion of NiMn-based metal–organic frameworks. Mn doping can modulate the electronic structural configuration of Ni(OH)2 to significantly increase the electron density and optimize the energy barriers of the CO*/NH2* intermediates of the UOR. Meanwhile, porous nanowire arrays will afford abundant spaces/channels to facilitate active site exposure and electron/mass transfer. As a result, the Mn-Ni(OH)2 PNAs delivered superior UOR performance with a small potential of 1.37 V vs. RHE at 50 mA cm?2, a Tafel slope of 31 mV dec-1, and robust stability. Notably, the overall urea electrolysis system coupled with a commercial Pt/C cathode demonstrated excellent activity (1.40 V at 20 mA cm?2) and durability operation (only 1.40% decay after 48 h). © 2022 Elsevier Inc.;10.1016/j.jcis.2022.06.173
Intelligent Control System Design and Simulation Analysis for Saline-Alkaline Water Electrolysis Hydrogen Production System;"Zhang, C; Cheng, Y; Xu, L";2026;"Alkaline water electrolysis; Dynamic modeling; Dynamic models; Dynamics; Dynamics models; Electrolysis; Energy fluctuation; Hydrogen production; Hydrogen-to-oxygen  concentration; Hydrogen-to-oxygen (HTO) concentration; Intelligent control; Model predictive control; Model predictive control (MPC); Model-predictive control; Oxygen; Oxygen concentrations; Predictive control systems; Remediation; Renewable energies; Renewable energy fluctuation; Saline-alkaline water electrolyse; Saline-alkaline water electrolysis; Solar energy; Three term control systems; Wind power";Hydrogen production via electrolysis of saline-alkali land remediation wastewater offers a promising route for renewable energy integration, wastewater valorization, and green hydrogen generation. However, wind-solar power fluctuations and characteristic impurities in saline-alkali water challenge stable system operation. This study develops a multi-physics dynamic model of a saline-alkali water electrolysis unit in MATLAB/Simulink, incorporating electrochemical, thermodynamic, and gas purity sub-models modified by saline-alkali water parameters. The impact of power fluctuations on temperature, pressure, and hydrogen-to-oxygen (HTO) concentration is analyzed. A model predictive control (MPC) scheme is designed for power tracking. Simulations show that, compared to PID control, MPC reduces temperature overshoot from 6.5 °C to 1.0 °C, narrows steady-state fluctuation from 11.5 °C to 4.0 °C, eliminates HTO exceedance (from 8.3% to 0), and lowers power tracking RMSE from 0.398 MW to 0.340 MW, enabling smooth start-stop transitions. The proposed strategy significantly enhances operational safety and adaptability under fluctuating renewable power. © 2026 IEEE.;10.1109/EPSIC70071.2026.11590690
Electrochemical treatment of human waste coupled with molecular hydrogen production;"Cho, K; Kwon, D; Hoffmann, M R";2014;"Chemical oxygen demand; Chlorine compounds; Effluents; Electrochemical treatments; Electrolytic cells; Energy efficiency; Energy utilization; Environmental analysis; Hydrogen production; Molecular physics; On-site wastewater treatment; Oxidative elimination; Pseudo-first-order rate constant; Rate constants; Redox reactions; Semiconductor electrode; Specific energy consumption; Titanium dioxide; Wastewater treatment; Wastewater treatment system";We have developed a wastewater treatment system that incorporates an electrolysis cell for on-site wastewater treatment coupled with molecular hydrogen production for use in a hydrogen fuel cell. Herein, we report on the efficacy of a laboratory-scale wastewater electrolysis cell (WEC) using real human waste for the first time with semiconductor electrode utilizing a mixed particle coating of bismuth oxide doped titanium dioxide (BiO x/TiO2). A comprehensive environmental analysis has been coupled together with a robust kinetic model under the chemical reaction limited regime to investigate the role of various redox reactions mediated by chloride present in human waste. The oxidative elimination of the chemical oxygen demand (COD) and ammonium ion can be modelled using empirical, pseudo-first-order rate constants and current efficiencies (CE). In combination with an anaerobic pre-treatment step, human waste containing high-levels of COD, protein, and color are eliminated within 6 hours of batch treatment in the WEC. The reactor effluent has a residual inorganic total nitrogen (TN) concentration of ?40 mM. The CE and specific energy consumption were 8.5% and 200 kWh per kgCOD for the COD removal, 11% and 260 for kWh per kgTN for the TN conversion. The CE and energy efficiencies (EE) for hydrogen production were calculated to be 90% and 25%, respectively. © 2014 The Royal Society of Chemistry.;10.1039/c3ra46699j
Hydrogen production from continuous flow, microbial reverse-electrodialysis electrolysis cells treating fermentation wastewater;"Watson, V J; Hatzell, M; Logan, B E";2015;"Ammonium bicarbonate; Anode potential; Bioelectric Energy Sources; Biological Oxygen Demand Analysis; Cells; Continuous flows; Coulombic efficiency; Cytology; Effluents; Electrical energy; Electricity; Electrodes; Electrodialysis; Electrolysis; Electrolysis cell; Electrolytic cells; Fermentation; Fermentation wastewaters; Hydraulic retention time; Hydrogen; Hydrogen production; Microbial reverse-electrodialysis electrolysis cell; Reverse electrodialysis; Rheology; Time Factors; Waste Water; Wastewater treatment; Water Purification; biochemical oxygen demand; bioenergy; devices; electricity; electrode; electrolysis; fermentation; flow kinetics; hydrogen; metabolism; procedures; time factor; waste water; water management";A microbial reverse-electrodialysis electrolysis cell (MREC) was used to produce hydrogen gas from fermentation wastewater without the need for additional electrical energy. Increasing the number of cell pairs in the reverse electrodialysis stack from 5 to 10 doubled the maximum current produced from 60 A/m3 to 120 A/m3 using acetate. However, more rapid COD removal required a decrease in the anolyte hydraulic retention time (HRT) from 24 to 12 h to stabilize anode potentials. Hydrogen production using a fermentation wastewater (10 cell pairs, HRT = 8 h) reached 0.9 ± 0.1 L H2/Lreactor/d (1.1 ± 0.1 L H2/g-COD), with 58 ± 5% COD removal and a coulombic efficiency of 74 ± 5%. These results demonstrated that consistent rates of hydrogen gas production could be achieved using an MREC if effluent anolyte COD concentrations are sufficient to produce stable anode potentials. © 2015 Elsevier Ltd. All rights reserved.;10.1016/j.biortech.2015.05.088
Facile fabrication of bifunctional SnO–NiO heteromixture for efficient electrocatalytic urea and water oxidation in urea-rich waste water;"Gopi, S; Al-Mohaimeed, A M; Elshikh, M S; Yun, K";2021;"Article; Chronoamprometry; Current density; Hybrid; Nickel oxide; Onset potential; Urea; Urea oxidation reaction; Waste Water; Water; X ray diffraction; X ray photoemission spectroscopy; X-ray diffraction; adsorption kinetics; catalyst; catalytic efficiency; chemical structure; chronoamperometry; controlled study; current density; electric conductance; electric current; electric potential; electrochemical analysis; electrode; electrolyte solution; electron diffraction; electron transport; elemental analysis; fast electron radiation; field emission scanning electron microscopy; impedance spectroscopy; linear sweep voltammetry; nanocrystal; nanofabrication; nickel oxide nanoparticle; oxidation; oxidation kinetics; oxygen evolution; physical chemistry; platinum electrode; scanning electron microscopy; tin oxide; transmission electron microscopy; urea; waste water management; wastewater; wastewater treatment; water";Heterostructured transition metal oxide hybrid have more attention in energy saving and environmental related field due to their higher electro-catalytic activity. In this work, we demonstrated SnO decorated with NiO nanocrystal electrocatalyst is successfully synthesized through solvothermal method and well characterized by scanning electron microscope, transmission electron microscope, X-ray diffraction and X-ray photoelectron spectroscopy. Physical characterizations confirm that spherical shape of SnO nanoparticles are homogeneously dispersed on the surface of NiO. The kinetic study of catalytic performance towards urea oxidation reaction were measured by liner sweep voltammetry and chronoamprometry. As proposed catalyst to facilitate the rate of urea oxidation reaction can increase by SnO doped NiO catalyst. The urea oxidation on SnO–NiO nanostructured modified electrode exhibits lower onset potential of 1.12 V and enhancement of current with tafel slope of 150 mV dec?1. The obtained results demonstrated the synthesized SnO–NiO anode material could be promising electrode for urea-rich containing wastewater remediation and hydrogen production from wastewater. © 2021 Elsevier Inc.;10.1016/j.envres.2021.111589
Modeling of a H2 Generation System Pilot Through Wastewater Electrolysis and PV Solar Energy for Water Resource Valorization in O&G Fields;"Ruiz, H R R; Cañón, J C R; Celeita, D; Pérez, A M; Rivillas, J A C";2024;"Electrolyze modelin; Electrolyzer Modelin; Electrolyzers; Energy; Gas industry; Generation systems; Hydrogen Production; Modelin; PEM Electrolysis; PEM electrolysis; Petroleum prospecting; Petroleum reservoir evaluation; Petroleum tar; Photovoltaic Solar Energy; Photovoltaic solar energy; Renewable Energy Integration; Renewable energy; Renewable energy integrations; Wastewater Reutilizution; Wastewater reutilizution; Water resources exploration; Waters resources";This paper presents the modeling of a Hydrogen (H2) Production System that utilizes wastewater from oil fields and photovoltaic solar energy, addressing global decarbonization challenges through non-conventional energy solutions. The study focuses on two main aspects: the reutilization of industrial wastewater from oil and gas fields and the exploration of hydrogen as a viable energy vector. A MATLAB-based model simulates the water electrolysis process using wastewater from high water cut oil reservoirs, typically disposed of or recirculated without further use. This approach incorporates a technical and economic prefeasibility analysis to serve as a sizing tool for similar projects, utilizing residual and industrial waters as valuable resources. Future work will focus on the photovoltaic systems, storage, and H2 transport logistics. The study demonstrates the economic viability of producing H2 from previously untapped resources, highlighting its potential applicability across multiple industries.  © 2024 IEEE.;10.1109/ICRERA62673.2024.10815228
